DrawNo,Number1,Number2,Number3,Number4,Number5,Number6,Bonus,1st Prize,2nd Prize,3rd Prize,4th Prize,5th Prize
338,2,13,34,38,42,45,16,10150293000,3383431000,1691715519,43377321,1691716398
339,6,8,14,21,30,37,45,9871005006,1096778334,1645167520,51411485,1645168050
340,18,24,26,29,34,38,32,10075752302,1439393186,1679292055,47979773,1679293125
341,1,8,19,34,39,43,41,10480454404,1497207772,1746742404,52931588,1746743245
342,1,13,14,33,34,43,25,10362287400,3454095800,1727047904,59553376,1727048587
343,1,10,17,29,31,43,15,10302918000,1717153000,1717153017,59212173,1717153616
344,1,2,15,28,34,45,38,10269745801,1467106543,1711624304,74418448,1711624586
345,15,20,23,29,39,42,2,10407155100,5203577550,1734525884,45645418,1734525896
346,5,13,14,22,44,45,33,10088636700,2017727340,1681439474,64670749,1681439850
347,3,8,13,27,32,42,10,10196370002,1456624286,1699395036,44720922,1699396078
348,3,14,17,20,24,31,34,9899982000,3299994000,1649997018,44594514,1649998168
349,5,13,14,20,24,25,36,10059627000,3353209000,1676604532,45313636,1676605600
350,1,8,18,24,29,33,35,9909472203,1101052467,1651578710,71807770,1651578705
351,5,25,27,29,34,36,33,10333428600,2583357150,1722238109,59387521,1722238914
352,5,16,17,20,26,41,24,10397149500,1732858250,1732858257,59753733,1732859062
353,11,16,19,22,29,36,26,10581676500,5290838250,1763612757,60814233,1763613134
354,14,19,36,43,44,45,1,10622321700,2124464340,1770386970,52070205,1770387216
355,5,8,29,30,35,44,38,10727124000,2145424800,1787854008,74493917,1787854184
356,2,8,14,25,29,45,24,10414667403,1157185267,1735777929,46912917,1735778790
357,10,14,18,21,36,37,5,10626788700,5313394350,1771131474,65597462,1771132176
358,1,9,10,12,21,40,37,10417964700,3472654900,1736327472,39461988,1736328216
359,1,10,19,20,24,40,23,10293700800,1286712600,1715616814,46368022,1715617656
360,4,16,23,25,35,40,27,10700148600,3566716200,1783358115,54041155,1783358320
361,5,10,16,24,27,35,33,10311805805,1473115115,1718634312,50548068,1718634379
362,2,3,22,27,30,40,29,10376547900,1729424650,1729424658,66516333,1729425453
363,11,12,14,21,32,38,6,10463642400,2615910600,1743940407,52846679,1743940992
364,2,5,7,14,16,40,4,10127659200,2531914800,1687943219,45620087,1687943818
365,5,15,21,25,26,30,31,10697716800,10697716800,1782952815,50941509,1782953338
366,5,12,19,26,27,44,38,10703107800,5351553900,1783851303,45739777,1783851762
367,3,22,25,29,32,44,19,11072156102,1581736586,1845359386,49874578,1845359889
368,11,21,24,30,39,45,26,10260775805,1465825115,1710129314,45003403,1710129845
369,17,20,35,36,41,43,21,11053066500,1842177750,1842177759,59425089,1842178871
370,16,18,24,42,44,45,17,11752593601,1678941943,1958765600,61211425,1958766368
371,7,9,15,26,27,42,18,10668913801,1524130543,1778152313,61315597,1778152560
372,8,11,14,16,18,21,13,10733338800,1192593200,1788889801,48348373,1788889824
373,15,26,37,42,43,45,9,11167204500,2791801125,1861200773,64179337,1861201250
374,11,13,15,17,25,34,26,11057435700,5528717850,1842905952,68255776,1842906510
375,4,8,19,25,27,45,7,11068988406,1581284058,1844831436,43924558,1844832158
376,1,11,13,24,28,40,7,11741494800,1956915800,1956915849,38370899,1956915900
377,6,22,29,37,43,45,23,11736256200,3912085400,1956042704,88911032,1956042886
378,5,22,29,31,34,39,43,11588491200,2317698240,1931415210,64380507,1931415284
379,6,10,22,31,35,40,19,11192998502,1598999786,1865499795,26274645,1865500780
380,1,2,8,17,26,37,27,10737099300,2684274825,1789516554,42607537,1789517472
381,1,5,10,12,16,20,11,10749039005,565738895,1791506554,28895267,1791507445
382,10,15,22,24,27,42,19,11080049400,1846674900,1846674912,57708591,1846675920
383,4,15,28,33,37,40,25,10789566300,3596522100,1798261052,64223609,1798261209
384,11,22,24,32,36,38,7,10976202600,3658734200,1829367110,44618710,1829367180
385,7,12,19,21,29,32,9,10794228900,1542032700,1799038152,49973282,1799039320
386,4,7,10,19,31,40,26,10429533300,1042953330,1738255581,29461959,1738256256
387,1,26,31,34,40,43,20,10702134000,2675533500,1783689024,68603424,1783689358
388,1,8,9,17,29,32,45,10182175500,2545543875,1697029260,56567642,1697029893
389,7,16,18,20,23,26,3,10595135100,2119027020,1765855872,49051552,1765856659
390,16,17,28,37,39,40,15,10373997900,10373997900,1728999677,46729721,1729000679
391,10,11,18,22,28,39,30,10508749800,10508749800,1751458304,54733072,1751459304
392,1,3,7,8,24,42,43,10281172200,1713528700,1713528720,57117624,1713529760
393,9,16,28,40,41,43,21,10896031800,1362003975,1816005310,51885866,1816005520
394,1,13,20,22,25,28,15,10654349100,10654349100,1775724852,53809844,1775725420
395,11,15,20,26,31,35,7,10742445000,1534635000,1790407500,42628750,1790408420
396,18,20,31,34,40,45,30,10593244800,5296622400,1765540814,51927671,1765540872
397,12,13,17,22,25,33,8,10498559100,3499519700,1749759877,56443867,1749759942
398,10,15,20,23,42,44,7,10722502200,2680625550,1787083722,57647862,1787084080
399,1,2,9,17,19,42,20,10214839800,1276854975,1702473320,42561833,1702474146
400,9,21,27,34,41,43,2,10679337300,2669834325,1779889560,59329652,1779889980
401,6,12,18,31,38,43,9,10513933128,1168214792,1752322216,60424904,1752322585
402,5,9,15,19,22,36,32,10648824752,2662206188,1774804146,43287906,1774805335
403,10,14,22,24,28,37,26,10611984375,2122396875,1768664089,41131723,1768664443
404,5,20,21,24,33,40,36,10699978125,3566659375,1783329704,68589604,1783330424
405,1,2,10,25,26,44,4,10631634000,3543878000,1771939015,50626829,1771939753
406,7,12,21,24,27,36,45,10780712250,2156142450,1796785386,54448042,1796786796
407,6,7,13,16,24,25,1,11547951002,1649707286,1924658523,71283649,1924659160
408,9,20,21,22,30,37,16,11176879125,2235375825,1862813205,56448885,1862814116
409,6,9,21,31,32,40,38,11587959000,2896989750,1931326524,53647959,1931327640
410,1,3,18,32,40,41,16,11244021381,1249335709,1874003565,50648745,1874004569
411,11,14,22,35,37,39,5,11438730756,953227563,1906455132,52957087,1906455368
412,4,7,39,41,42,45,40,11593398754,1656199822,1932233158,56830387,1932233599
413,2,9,15,23,34,40,3,11258694000,2814673500,1876449024,52123584,1876450184
414,2,14,15,22,23,44,43,11703832500,11703832500,1950638760,55732536,1950639700
415,7,17,20,26,30,40,24,10673459256,1334182407,1778909895,50825997,1778911149
416,5,6,8,11,22,26,44,10720371000,1072037100,1786728512,55835266,1786728859
417,4,5,14,20,22,43,44,11273319752,2818329938,1878886648,55261372,1878887149
418,11,13,15,26,28,34,31,11485198128,1435649766,1914199702,41613037,1914200960
419,2,11,13,14,28,30,7,11389472250,3796490750,1898245404,57522588,1898246274
420,4,9,10,29,31,34,27,11398851000,1424856375,1899808505,54280243,1899808931
421,6,11,26,27,28,44,30,11605721625,2321144325,1934286948,53730193,1934288061
422,8,15,19,21,34,44,12,13231508250,2205251375,2205251391,105011971,2205251583
423,1,17,27,28,29,40,5,11688461625,3896153875,1948076962,41448446,1948077048
424,10,11,26,31,34,44,30,11094808130,1109480813,1849134693,36257543,1849135674
425,8,10,14,27,33,38,3,12278664000,1534833000,2046444029,49913269,2046444213
426,4,17,18,27,39,43,19,12228934500,3057233625,2038155777,32351679,2038156505
427,6,7,15,24,28,30,21,12571445625,12571445625,2095240950,63492150,2095241440
428,12,16,19,22,37,40,8,12939148881,1437683209,2156524830,71884161,2156525280
429,3,23,28,34,39,42,16,13373142381,1485904709,2228857097,60239381,2228857461
430,1,3,16,18,30,34,44,12894105752,1611763219,2149017660,47755948,2149017696
431,18,22,25,31,38,45,6,12684340130,1268434013,2114056730,49164110,2114057715
432,2,3,5,11,27,39,33,11497137750,2299427550,1916189664,39920618,1916189962
433,19,23,29,33,35,43,27,13005238510,1182294410,2167539784,52866824,2167540398
434,3,13,20,24,33,37,35,11840482128,1480060266,1973413722,53335506,1973415266
435,8,16,26,30,38,45,42,12875500130,1287550013,2145916689,69223119,2145917526
436,9,14,20,22,33,34,28,12098132632,1512266579,2016355440,45826260,2016356475
437,11,16,29,38,41,44,21,12577472628,2096245438,2096245470,63522590,2096245586
438,6,12,20,26,29,38,45,12394279503,1377142167,2065713250,50383250,2065713656
439,17,20,30,31,37,40,25,11400464250,1900077375,1900077399,57578103,1900077561
440,10,22,28,34,36,44,2,11975238000,1995873000,1995873030,48679830,1995874335
441,1,23,28,30,34,35,9,12681668252,3170417063,2113611402,50324081,2113611864
442,25,27,29,36,38,40,41,12720717378,1413413042,2120119569,78522947,2120120783
443,4,6,10,19,20,44,14,11948378256,1327597584,1991396404,48570644,1991396844
444,11,13,23,35,43,45,17,12462565875,4154188625,2077094318,79888243,2077095160
445,13,20,21,30,39,45,32,12541781252,1791683036,2090296880,74653460,2090297118
446,1,11,12,14,26,35,6,12153742875,4051247625,2025623819,49405459,2025623875
447,2,7,8,9,17,33,34,10631764500,2657941125,1771960775,57160025,1771962252
448,3,7,13,27,40,41,36,12078638250,4026212750,2013106375,57517325,2013106914
449,3,10,20,26,35,43,36,12179145750,4059715250,2029857648,52047632,2029858110
450,6,14,19,21,23,31,13,11942349750,1990391625,1990391654,58540931,1990392842
451,12,15,20,24,30,38,29,11467806376,882138952,1911301063,61654873,1911301652
452,8,10,18,30,32,34,27,11492118000,1276902000,1915353024,39903188,1915353462
453,12,24,33,38,40,42,30,11313661875,2262732375,1885610340,52378065,1885611628
454,13,25,27,34,38,41,10,11263879130,1609125590,1877313221,43658447,1877313746
455,4,19,20,26,30,35,24,11449980381,1635711483,1908330080,59635315,1908330784
456,1,7,12,18,23,27,44,11189535378,1598505054,1864922592,47818528,1864923792
457,8,10,18,23,27,40,33,11599028250,1159902825,1933171382,41131306,1933172382
458,4,9,10,32,36,40,18,12870501000,1608812625,2145083512,41251606,2145083494
459,4,6,10,14,25,40,12,11590895631,1655842233,1931815954,41995999,1931816764
460,8,11,28,30,43,45,41,12723583128,3180895782,2120597190,70686573,2120598351
461,11,18,26,31,37,40,43,11692049250,1948674875,1948674880,60896090,1948676527
462,3,20,24,32,37,45,4,11868474376,1483559297,1978079064,50719976,1978080424
463,23,29,31,33,34,44,40,0,0,2023433208,54687384,2023434336
464,6,12,15,34,42,44,4,43624374378,3355721106,5247295950,67273025,5247297265
465,1,8,11,13,22,38,31,13465640251,1923662893,2244273392,48788552,2244274859
466,4,10,13,23,32,44,20,13772821131,1530313459,2295470210,41735822,2295471438
467,2,12,14,17,24,40,39,12918969756,1435441084,2153161626,65247322,2153163096
468,8,13,15,28,37,43,17,13744774503,1527197167,2290795782,69418054,2290795933
469,4,21,22,34,37,38,33,13320525000,3330131250,2220087507,67275379,2220088763
470,10,16,20,39,41,42,27,12999991875,4333330625,2166665328,80246864,2166666670
471,6,13,29,37,39,41,43,13575330006,1939332858,2262555000,75418500,2262555425
472,16,25,26,31,36,43,44,12667592630,1809656090,2111265450,91794150,2111265624
473,8,13,20,22,23,36,34,13001672252,3250418063,2166945408,60192928,2166946314
474,4,13,18,31,33,45,43,14050362000,936690800,2341727040,48785980,2341727322
475,1,9,14,16,21,29,3,13551384376,1693923047,2258564088,68441336,2258565456
476,9,12,13,15,37,38,27,13759405876,3439851469,2293234346,67448069,2293234564
477,14,25,29,32,33,45,37,15352094632,1919011829,2558682456,77535832,2558682698
478,18,29,30,37,39,43,8,13821146626,987224759,2303524440,65814984,2303525695
479,8,23,25,27,35,44,24,13398279000,2233046500,2233046526,65677839,2233046685
480,3,5,10,17,30,31,16,11986969128,2996742282,1997828200,39956564,1997828874
481,3,4,23,29,40,41,20,13918067250,4639355750,2319677880,68225820,2319678748
482,1,10,16,24,25,35,43,13285448253,1897921179,2214241380,73808046,2214241469
483,12,15,19,22,28,34,5,12835983375,2567196675,2139330584,40364728,2139331292
484,1,3,27,28,32,45,11,13831818378,2305303063,2305303072,72040721,2305303819
485,17,22,26,27,36,39,20,13513274253,1501474917,2252212380,68248860,2252213754
486,1,2,23,25,38,40,43,13112243625,1008634125,2185373938,75357722,2185374946
487,4,8,25,27,37,41,21,13110646128,1638830766,2185107732,47502342,2185108560
488,2,8,17,30,31,38,25,13303935750,1330393575,2217322635,67191595,2217322615
489,2,4,8,15,20,27,11,12638163750,2106360625,2106360672,40506936,2106361748
490,2,7,26,29,40,43,42,13021639127,1860234161,2170273203,74837007,2170274526
491,8,17,35,36,39,42,4,13218537752,3304634438,2203089648,71067408,2203089840
492,22,27,31,35,37,40,42,12465069000,2493013800,2077511520,51937788,2077511802
493,20,22,26,33,36,37,25,13060083006,1451120334,2176680519,80617797,2176681056
494,5,7,8,15,30,43,22,12655060884,1054588407,2109176840,52729421,2109177954
495,4,13,22,27,34,44,6,12669870000,2111645000,2111645008,47991932,2111645984
496,4,13,20,29,36,41,39,13143729000,3285932250,2190621522,47622207,2190622458
497,19,20,23,24,43,44,13,13336906878,2222817813,2222817840,74093928,2222818444
498,13,14,24,32,39,41,3,12978012376,3244503094,2163002065,61800059,2163002294
499,5,20,23,27,35,40,43,12211440750,4070480250,2035240146,44244351,2035241434
500,3,4,12,20,24,34,41,12159651375,1351072375,2026608624,29803068,2026609392
501,1,4,10,17,31,42,2,12100800376,3025200094,2016800117,33062297,2016800973
502,6,22,28,32,34,40,26,13208748750,2201458125,2201458149,71014779,2201459130
503,1,5,27,30,34,36,40,12975444377,1853634911,2162574078,51489859,2162574148
504,6,14,22,26,43,44,31,12989132631,1443236959,2164855452,74650188,2164855530
505,7,20,22,25,38,40,44,11507731128,1917955188,1917955190,50472505,1917956160
506,6,9,11,22,24,30,31,12220001625,4073333875,2036666940,61717180,2036667168
507,12,13,32,33,40,41,4,12747949875,1416438875,2124658320,73264080,2124659619
508,5,27,31,34,35,43,37,12796462880,1599557860,2132743828,68798188,2132744376
509,12,25,29,35,42,43,24,13445380500,2689076100,2240896752,65908728,2240897380
510,12,29,32,33,39,40,42,13220790750,2644158150,2203465125,88138605,2203466002
511,3,7,14,23,26,42,24,12993475500,2165579250,2165579253,58529169,2165579616
512,4,5,9,13,26,27,1,12221227876,940094452,2036871356,39170603,2036871724
513,5,8,21,23,27,33,12,13768874250,4589624750,2294812404,42496526,2294812824
514,1,15,20,26,35,42,9,13353166500,4451055500,2225527776,61820216,2225528430
515,2,11,12,15,23,37,8,13200466875,13200466875,2200077845,62859367,2200079200
516,2,8,23,41,43,44,30,14236092002,1294190182,2372682016,74146313,2372682090
517,1,9,12,28,36,41,10,13295288625,2659057725,2215881440,55397036,2215882233
518,14,23,30,32,34,38,6,13582824750,2263804125,2263804150,66582475,2263804115
519,6,8,13,16,30,43,3,13654209751,1950601393,2275701632,71115676,2275702570
520,4,22,27,28,38,40,1,13003232628,2167205438,2167205440,58573120,2167206302
521,3,7,18,29,32,36,19,13547367376,1693420922,2257894605,42601785,2257894548
522,4,5,13,14,37,41,11,13689738000,2281623000,2281623006,58503154,2281624150
523,1,4,37,38,40,45,7,12462490880,1780355840,2077081847,48304229,2077083153
524,10,11,29,38,41,45,21,13966782376,3491695594,2327797080,64661030,2327797542
525,11,23,26,29,39,44,22,13510191375,1501132375,2251698598,54919478,2251699900
526,7,14,17,20,35,39,31,13419287631,1491031959,2236547964,45643836,2236548672
527,1,12,22,32,33,42,38,13421022758,1032386366,2236837135,77132315,2236838961
528,5,17,25,31,39,40,10,13176780375,1197889125,2196130142,25536397,2196130882
529,18,20,24,27,31,42,39,13992918376,1749114797,2332153065,70671305,2332153898
530,16,23,27,29,33,41,22,13548218629,1231656239,2258036440,56450911,2258037558
531,1,5,9,21,27,35,45,13693677750,1521519750,2282279664,54339992,2282281226
532,16,17,23,24,29,44,3,15518274002,2216896286,2586379016,99476116,2586379920
533,9,14,15,17,31,33,23,14285372632,1785671579,2380895440,54111260,2380896609
534,10,24,26,29,37,38,32,14215763250,14215763250,2369293905,43078071,2369294722
535,11,12,14,15,18,39,34,14806809000,4935603000,2467801500,79606500,2467801728
536,7,8,18,32,37,43,12,14393759633,1308523603,2398959960,59973999,2398961036
537,12,23,26,30,36,43,11,14728272377,2104038911,2454712085,70134631,2454713360
538,6,10,18,31,32,34,11,14064064875,4688021625,2344010832,48833559,2344012464
539,3,19,22,31,42,43,26,14589330003,1621036667,2431555014,57894167,2431555959
540,3,12,13,15,34,36,14,13925556750,1989365250,2320926140,89266390,2320927344
541,8,13,26,28,32,34,43,13962598881,1269327171,2327099840,58177496,2327099860
542,5,6,19,26,41,45,34,14010915378,2335152563,2335152586,89813561,2335153184
543,13,18,26,31,34,44,12,13355218128,1112934844,2225869710,47358930,2225870976
544,5,17,21,25,36,44,10,13603049629,1046388433,2267174955,48237765,2267175075
545,4,24,25,27,34,35,2,13188937883,1198994353,2198156352,52337056,2198157375
546,8,17,20,27,37,43,6,12178198500,405939950,2029699760,36903632,2029701070
547,6,7,15,22,34,39,28,14192222250,2838444450,2365370424,43803156,2365371864
548,1,12,13,21,32,45,14,13894975128,1736871891,2315829198,50344113,2315829824
549,29,31,35,38,40,44,17,14086440376,1760805047,2347740080,67078288,2347741028
550,1,7,14,20,34,37,41,12305471255,1118679205,2050911900,35360550,2050913128
551,3,6,20,24,27,44,25,13526973750,13526973750,2254495648,70452989,2254495680
552,1,10,20,32,35,40,43,13308242250,1330824225,2218040415,49289787,2218041744
553,2,7,17,28,29,39,37,13497788628,2249631438,2249631488,43262144,2249632359
554,13,14,17,32,41,42,6,13627787250,6813893625,2271297910,55397510,2271299100
555,11,17,21,24,26,36,12,13688218880,1711027360,2281369816,49594996,2281369902
556,12,20,23,28,30,44,43,14036464127,2005209161,2339410718,57058798,2339411191
557,4,20,26,28,35,40,31,13216485002,1888069286,2202747541,51226687,2202748704
558,12,15,19,26,40,43,29,13159136630,1315913663,2193189465,43003715,2193189504
559,11,12,25,32,44,45,23,13483019256,1926145608,2247169890,53504045,2247170850
560,1,4,20,23,29,45,28,13836880505,1976697215,2306146760,57653669,2306148156
561,5,7,18,37,42,45,20,13768561125,2753712225,2294760201,55969761,2294761368
562,4,11,13,17,20,31,33,12833640754,1166694614,2138940153,41940003,2138940923
563,5,10,16,17,31,32,21,13529149501,1932735643,2254858250,59338375,2254858438
564,14,19,25,26,27,34,2,13543608001,1934801143,2257268000,70539625,2257268279
565,4,10,18,27,40,45,38,13936515752,1742064469,2322752640,59557760,2322753882
566,4,5,6,25,26,43,41,14035804128,3508951032,2339300705,66837163,2339301570
567,1,10,15,16,32,41,28,13911956628,2318659438,2318659476,43748292,2318660617
568,1,3,17,20,31,44,40,13051675500,1305167550,2175279250,43505585,2175280830
569,3,6,13,23,24,35,1,13871700752,3467925188,2311950132,64220837,2311950728
570,1,12,26,27,29,33,42,13750124625,1527791625,2291687470,60307565,2291687970
571,11,18,21,26,38,43,29,13765769255,1966538465,2294294904,69524088,2294296122
572,3,13,18,33,37,45,1,13345729504,1668216188,2224288259,41967703,2224288500
573,2,4,20,34,35,43,14,13165534128,1645691766,2194255700,43885114,2194256198
574,14,15,16,19,25,43,2,13930369876,6965184938,2321728332,70355404,2321729454
575,2,8,20,30,33,34,6,13594143000,1699267875,2265690510,50348678,2265691296
576,10,11,15,25,35,41,13,12965898000,4321966000,2160983016,40018204,2160984399
577,16,17,22,31,34,37,33,13453315125,4484438375,2242219224,53386172,2242220470
578,5,12,14,32,34,42,16,13982332875,2796466575,2330388827,54195089,2330390090
579,5,7,20,22,37,42,39,15356752884,1396068444,2559458814,55640409,2559459960
580,5,7,9,11,32,35,33,14200273500,2028610500,2366712264,56350292,2366712585
581,3,5,14,20,42,44,33,14756436376,1844554547,2459406066,63061694,2459406752
582,2,12,14,33,40,41,25,14242234876,3560558719,2373705834,41643962,2373706839
583,8,17,27,33,40,44,24,14760331883,1341848353,2460055329,48236379,2460056588
584,7,18,30,39,40,41,36,15099549750,5033183250,2516591648,78643489,2516592576
585,6,7,10,16,38,41,4,14584917006,1620546334,2430819540,54018212,2430820328
586,2,7,12,15,21,34,5,14226834752,1778354344,2371139138,51546503,2371139600
587,14,21,29,31,32,37,17,14923732125,4974577375,2487288689,57843923,2487288930
588,2,8,15,22,25,41,30,14446710375,2889342075,2407785086,55995002,2407785176
589,6,8,28,33,38,39,22,14958145881,2136877983,2493024324,59357722,2493024962
590,20,30,36,38,41,45,23,15296287881,2185183983,2549381317,82238107,2549382310
591,8,13,14,30,38,39,5,14823381000,2964676200,2470563502,65014829,2470563809
592,2,5,6,13,28,44,43,14138290128,2356381688,2356381692,84156489,2356382888
593,9,10,13,24,33,38,28,13795501500,1532833500,2299250284,37084682,2299251870
594,2,8,13,25,28,37,3,13811520756,1255592796,2301920166,54807623,2301920250
595,8,24,28,35,38,40,5,13956201752,1744525219,2326033638,43074697,2326033656
596,3,4,12,14,25,43,17,13282676630,1328267663,2213779461,53994621,2213779672
597,8,10,23,24,35,43,37,13752967878,1057920606,2292161324,49829594,2292161548
598,4,12,24,33,38,45,22,13343977504,833998594,2223996250,44479925,2223996423
599,5,12,17,29,34,35,27,13687346632,1710918329,2281224476,53051732,2281225455
600,5,11,14,27,29,36,44,13526980875,901798725,2254496848,54987728,2254497168
601,2,16,19,31,34,35,37,13721086881,1524565209,2286847836,81673137,2286848100
602,13,14,22,27,30,38,2,13516246880,1689530860,2252707842,53635901,2252709175
603,2,19,25,26,27,43,28,13808546252,3452136563,2301424380,76714146,2301425500
604,2,6,18,21,33,34,30,13520557127,1229141557,2253426192,62595172,2253426216
605,1,2,7,9,10,38,42,12548090250,1394232250,2091348400,52283710,2091349386
606,1,5,6,14,20,39,22,13115668500,1311566850,2185944772,49680563,2185945368
607,8,14,23,36,38,39,13,13977923628,3494480907,2329653970,66561542,2329655344
608,4,8,18,19,39,44,41,13604710126,1943530018,2267451712,70857866,2267452396
609,4,8,27,34,39,40,13,12678622876,6339311438,2113103832,44959656,2113104801
610,14,18,20,23,28,36,33,14064073500,3516018375,2344012258,68941537,2344012620
611,2,22,27,33,36,37,14,14010824628,3502706157,2335137472,49683776,2335137550
612,6,9,18,19,25,33,40,12998757750,1181705250,2166459645,36719655,2166461193
613,7,8,11,16,41,44,35,13948480881,1549831209,2324746830,77491561,2324746982
614,8,21,25,39,40,44,18,15245852628,2540975438,2540975462,55238597,2540976246
615,10,17,18,19,23,27,35,13815561753,1535062417,2302593634,74277214,2302594330
616,5,13,18,23,40,45,3,14506301250,1611811250,2417716889,49341161,2417717900
617,4,5,11,12,24,27,28,13037614880,1629701860,2172935813,50533391,2172936012
618,8,16,25,30,42,43,15,14406631125,2881326225,2401105230,53357894,2401105806
619,6,8,13,30,35,40,21,13837438125,4612479375,2306239731,39088809,2306240336
620,2,16,17,32,39,45,40,14197982631,2028283233,2366330472,53780238,2366332023
621,1,2,6,16,19,42,9,14158341000,2359723500,2359723534,38060057,2359724940
622,9,15,16,21,28,34,24,14675384628,1630598292,2445897440,71938160,2445897888
623,7,13,30,39,41,45,25,14509620752,1813702594,2418270155,69093433,2418270400
624,1,7,19,26,27,35,16,13818647250,2763729450,2303107887,37755867,2303108280
625,3,6,7,20,21,39,13,13825923375,2765184675,2304320580,51207124,2304321374
626,13,14,26,33,40,43,15,13742968880,1717871110,2290494825,50899885,2290494936
627,2,9,22,25,31,45,12,13522306500,1352230650,2253717760,64391936,2253719072
628,1,7,12,15,23,42,11,13499485875,1499942875,2249914315,60808495,2249915536
629,19,28,31,38,43,44,1,14597167875,2919433575,2432861330,71554745,2432861922
630,8,17,21,24,27,31,15,14508916500,4836305500,2418152784,50378183,2418153220
631,1,2,4,23,31,34,8,15679414128,3919853532,2613235712,56809472,2613235960
632,15,18,21,32,35,44,6,15758464876,1432587716,2626410852,50507901,2626411935
633,9,12,19,20,39,41,13,14607085128,1217257094,2434514225,51798175,2434515925
634,4,10,11,12,20,27,38,14013156378,1077935106,2335526082,43250483,2335527456
635,11,13,25,26,29,33,32,14844697880,1855587235,2474116330,70689038,2474117250
636,6,7,15,16,20,31,26,14658897752,1832362219,2443149632,55526128,2443150116
637,3,16,22,37,38,44,23,15596964376,3899241094,2599494075,57766535,2599495431
638,7,18,22,24,31,34,6,15605822253,2229403179,2600970382,63438302,2600970768
639,6,15,22,23,25,32,40,16244740876,4061185219,2707456815,60165707,2707458424
640,14,15,18,21,26,35,23,15558919506,1728768834,2593153296,54024027,2593153684
641,11,18,21,36,37,43,12,15920596504,1990074563,2653432750,53068655,2653434025
642,8,17,18,24,39,45,32,15017525256,1251460438,2502920904,40369692,2502921300
643,15,24,31,32,33,40,13,15214581750,2535763625,2535763664,58971248,2535763900
644,5,13,17,23,28,36,8,14651609632,1831451204,2441934943,49835407,2441935247
645,1,4,16,26,40,41,31,14785191000,3696297750,2464198520,88007090,2464198696
646,2,9,24,41,43,45,30,15508488751,2215498393,2584748160,71798560,2584748676
647,5,16,21,23,24,30,29,15328079256,2189725608,2554679908,58060907,2554680492
648,13,19,28,37,38,43,4,14846915629,2120987947,2474485965,54988577,2474486329
649,3,21,22,33,41,42,20,14740210500,2948042100,2456701785,54593373,2456702859
650,3,4,7,11,31,41,35,14246494500,2849298900,2374415775,52764795,2374417160
651,11,12,16,26,29,44,18,14842451632,1855306454,2473741970,70678342,2473742112
652,3,13,15,40,41,44,20,15017417625,3003483525,2502902952,69525082,2502904160
653,5,6,26,27,38,39,1,13733421380,980958670,2288903568,40873278,2288905484
654,16,21,26,31,36,43,6,15034411128,1879301391,2505735207,36315003,2505736761
655,7,37,38,39,40,44,18,14952956625,1661439625,2492159457,60784377,2492160860
656,3,7,14,16,31,40,39,14660005500,7330002750,2443334256,50902797,2443334983
657,10,14,19,39,40,43,23,15252865128,1694762792,2542144228,48887389,2542145628
658,8,19,25,28,32,36,37,14706282375,1634031375,2451047082,64501239,2451047888
659,7,18,19,27,29,42,45,14702646376,1336604216,2450441080,61261027,2450441280
660,4,9,23,33,39,44,14,14212725750,1421272575,2368787664,49349743,2368789091
661,2,3,12,20,27,38,40,13704204376,1713025547,2284034067,36254509,2284035810
662,5,6,9,11,15,37,26,13517869504,1689733688,2252978292,52394844,2252979907
663,3,5,8,19,38,42,20,14561709001,2080244143,2426951520,40449192,2426951971
664,10,20,33,36,41,44,5,15368013380,1536801338,2561335568,58212172,2561336280
665,5,6,11,17,38,44,13,14572921500,3643230375,2428820250,80960675,2428820570
666,2,4,6,11,17,28,16,14381406378,2396901063,2396901065,50997895,2396901078
667,15,17,25,37,42,43,13,15601350751,2228764393,2600225160,65005629,2600226568
668,12,14,15,24,27,32,3,14955793125,2991158625,2492632240,44511290,2492633352
669,7,8,20,29,33,38,9,16249039128,2708173188,2708173208,52080254,2708174480
670,11,18,26,27,40,41,25,14300702628,1191725219,2383450446,61114114,2383451070
671,7,9,10,13,31,35,24,14889291376,3722322844,2481548592,51698929,2481549266
672,8,21,28,31,36,45,43,15792705000,1754745000,2632117516,57219946,2632118652
673,7,10,17,29,33,44,5,14914533000,1491453300,2485755510,71021586,2485755840
674,9,10,14,25,27,31,11,14164524000,1770565500,2360754000,49182375,2360755254
675,1,8,11,15,18,45,7,14058196128,3514549032,2343032705,36046657,2343033966
676,1,8,17,34,39,45,27,15037812000,1879726500,2506302036,39782572,2506302855
677,12,15,24,36,41,44,42,15368915256,1921114407,2561485876,69229348,2561486571
678,4,5,6,12,25,37,45,13730941128,2288490188,2288490194,55816834,2288491240
679,3,5,7,14,26,34,35,14315028000,2863005600,2385838044,44182186,2385839050
680,4,10,19,29,32,42,30,15547987882,1110570563,2591331336,58893894,2591331930
681,21,24,27,29,43,44,7,16177973628,2696328938,2696328972,72873756,2696330032
682,17,23,27,35,38,43,2,16254854252,4063713563,2709142408,48377543,2709143961
683,6,13,20,27,28,40,15,16174894128,1010930883,2695815720,59907016,2695817696
684,1,11,15,17,25,39,40,15199341381,1688815709,2533223590,40858445,2533225344
685,6,7,12,28,38,40,18,16438044381,1494367671,2739674080,52686040,2739675350
