region,price,area,purpose
5,710000000,2,1
5,2390000000,4,4
5,779000000,2,1
5,773000000,2,1
5,790000000,2,1
5,750000000,2,1
5,730000000,2,1
5,920000000,2,1
5,868000000,2,1
5,840000000,2,1
5,246000000,1,3
5,800000000,2,1
5,325000000,1,3
5,1682440000,3,4
5,260000000,1,2
5,550000000,2,4
5,730000000,2,1
5,265000000,1,3
5,455000000,1,1
5,1750000000,3,4
5,667000000,2,1
5,780000000,2,1
5,885000000,2,1
5,330000000,1,3
5,998000000,2,1
5,1430970000,3,4
5,122500000,1,1
5,240000000,1,3
5,790000000,2,1
5,689100000,2,1
5,230000000,1,2
5,830000000,2,1
5,930000000,2,1
5,300000000,1,3
5,500000000,1,1
5,525000000,2,3
5,445000000,1,3
5,345000000,1,3
5,259000000,1,3
5,305000000,1,3
5,280000000,1,3
5,778000000,2,1
5,248000000,1,3
5,400000000,1,1
5,529000000,2,1
5,1095000000,2,1
5,650000000,2,1
5,265000000,1,3
5,130000000,1,3
5,890000000,2,1
5,1100000000,2,4
5,700000000,2,4
5,580000000,2,1
5,1140000000,2,1
5,240000000,1,3
5,1050000000,2,1
5,525000000,2,2
5,570000000,2,1
5,590000000,2,1
5,648000000,2,1
5,590000000,2,1
5,680000000,2,1
5,548000000,2,1
5,1050000000,2,1
5,1190000000,2,1
5,600000000,2,1
5,775000000,2,1
5,800000000,2,1
5,865000000,2,1
5,785000000,2,1
5,1040000000,2,1
5,575000000,2,1
5,760000000,2,1
5,774000000,2,1
5,995000000,2,1
5,475000000,1,1
5,880000000,2,1
5,198000000,1,3
5,550000000,2,1
5,305000000,1,3
5,875000000,2,1
5,1342000000,3,4
5,410000000,1,3
5,480000000,1,1
5,640000000,2,1
5,860000000,2,1
5,890000000,2,1
5,318000000,1,3
5,1170000000,2,1
5,480000000,1,1
5,460000000,1,1
5,680000000,2,1
5,768000000,2,1
5,312000000,1,3
5,550000000,2,4
5,830000000,2,1
5,695000000,2,1
5,870000000,2,4
5,600000000,2,1
5,295000000,1,3
5,840000000,2,1
5,451000000,1,4
5,1030000000,2,1
5,760000000,2,1
5,730000000,2,1
5,838000000,2,1
5,300000000,1,3
5,280000000,1,2
5,410000000,1,1
5,210000000,1,3
5,278000000,1,3
5,347000000,1,3
5,1135000000,2,1
5,345000000,1,3
5,1037500000,2,1
5,870000000,2,1
5,347000000,1,3
5,1155000000,2,1
5,230000000,1,3
5,88230000,1,2
5,370000000,1,3
5,89560000,1,2
5,327000000,1,3
5,88230000,1,2
5,600000000,2,1
5,89560000,1,2
5,475000000,1,3
5,155180000,1,2
5,269500000,1,3
5,152530000,1,2
5,820000000,2,1
5,152530000,1,2
5,828000000,2,1
5,155180000,1,2
5,438420000,1,1
5,184000000,1,3
5,700000000,2,1
5,1180000000,2,1
5,1000000000,2,1
5,200000000,1,3
5,730000000,2,1
5,181000000,1,3
5,465000000,1,1
5,255000000,1,3
5,400000000,1,3
5,5500000000,5,4
5,109000000,1,2
5,2620000000,4,4
5,1040000000,2,1
5,990000000,2,1
5,133000000,1,2
5,134000000,1,2
5,129000000,1,3
5,135000000,1,2
5,178000000,1,2
5,134000000,1,2
5,134000000,1,2
5,335000000,1,3
5,270000000,1,3
5,298000000,1,3
5,134000000,1,2
5,128000000,1,2
5,87000000,1,2
5,104000000,1,2
5,104000000,1,2
5,104000000,1,2
5,104000000,1,2
5,106000000,1,2
5,107000000,1,2
5,106000000,1,2
5,107000000,1,2
5,122000000,1,2
5,122000000,1,2
5,122000000,1,2
5,128000000,1,2
5,122000000,1,2
5,122000000,1,2
5,122000000,1,2
5,122000000,1,2
5,134000000,1,2
5,830000000,2,1
5,133000000,1,2
5,305000000,1,3
5,636500000,2,1
5,300000000,1,3
5,1200000000,2,4
5,1040000000,2,1
5,200000000,1,3
5,103000000,1,2
5,805000000,2,1
5,505000000,2,1
5,900000000,2,1
5,760000000,2,1
5,892000000,2,1
5,220000000,1,3
5,750000000,2,1
5,62000000,1,3
5,715000000,2,1
5,200000000,1,3
5,290000000,1,3
5,320000000,1,3
5,590000000,2,1
5,825000000,2,1
5,300000000,1,3
5,778000000,2,1
5,600000000,2,1
5,102600000,1,2
5,1267750000,3,4
5,665000000,2,1
5,385000000,1,1
5,140000000,1,2
5,121000000,1,2
5,360000000,1,3
5,627000000,2,1
5,700000000,2,1
5,260000000,1,3
5,145000000,1,3
5,140000000,1,3
5,130000000,1,2
5,1190000000,2,1
5,843000000,2,1
5,885000000,2,1
5,735000000,2,1
5,1100000000,2,1
5,780000000,2,1
5,280000000,1,3
5,235000000,1,3
5,800000000,2,1
5,5800000000,5,4
5,122000000,1,1
5,125000000,1,2
5,100000000,1,2
5,129500000,1,1
5,775000000,2,1
5,490000000,1,3
5,310000000,1,3
5,80000000,1,3
5,310000000,1,3
5,330000000,1,3
5,390000000,1,3
5,1120000000,2,1
5,665000000,2,1
5,114500000,1,2
5,425000000,1,3
5,367000000,1,3
5,675000000,2,1
5,1160000000,2,1
5,800000000,2,1
5,570000000,2,1
5,208000000,1,3
5,420000000,1,4
5,135000000,1,2
5,250000000,1,3
5,797000000,2,1
5,200000000,1,3
5,960000000,2,1
5,935000000,2,1
5,650000000,2,1
5,580000000,2,1
5,900000000,2,1
5,331000000,1,3
5,342000000,1,2
5,325000000,1,1
5,1030000000,2,1
5,485000000,1,1
5,602000000,2,1
5,420000000,1,4
5,765000000,2,1
5,602000000,2,1
5,200000000,1,3
5,750000000,2,1
5,128000000,1,1
5,443000000,1,3
5,765000000,2,1
5,670000000,2,1
5,790000000,2,1
5,775000000,2,1
5,160000000,1,3
5,280000000,1,1
5,1015000000,2,1
5,660000000,2,1
5,680000000,2,1
5,905000000,2,1
5,675000000,2,1
5,260000000,1,3
5,525000000,2,1
5,560000000,2,1
5,345000000,1,3
5,790000000,2,1
5,780000000,2,1
5,930000000,2,1
5,650000000,2,1
5,790000000,2,1
5,998000000,2,1
5,840000000,2,1
5,980000000,2,1
5,1147000000,2,1
5,1150000000,2,4
5,400000000,1,3
5,328000000,1,3
5,255000000,1,2
5,690000000,2,1
5,780000000,2,1
5,690000000,2,1
5,752000000,2,1
5,770000000,2,1
5,650000000,2,1
5,760000000,2,1
5,715000000,2,1
5,745000000,2,1
5,3929140000,5,4
5,190000000,1,3
5,635000000,2,1
5,340000000,1,3
5,330000000,1,3
5,190000000,1,3
5,1450000000,3,4
5,715000000,2,1
5,1168000000,2,1
5,1120000000,2,1
5,690000000,2,1
5,970000000,2,1
5,238000000,1,3
5,80000000,1,2
5,845000000,2,1
5,86000000,1,1
5,735000000,2,1
5,920000000,2,1
5,1000000000,2,1
5,180000000,1,3
5,495000000,1,3
5,1150000000,2,1
5,210000000,1,3
5,100000000,1,3
5,670000000,2,1
5,116000000,1,2
5,760000000,2,1
5,168500000,1,2
5,420000000,1,2
5,725000000,2,1
5,170000000,1,3
5,675000000,2,1
5,840000000,2,1
5,1020000000,2,1
5,750000000,2,1
5,580000000,2,1
5,659000000,2,1
5,930000000,2,1
5,640000000,2,1
5,420000000,1,1
5,275000000,1,3
5,159000000,1,2
5,300000000,1,1
5,475000000,1,4
5,188000000,1,3
5,700000000,2,1
5,800000000,2,1
5,630000000,2,1
5,740000000,2,1
5,830000000,2,1
5,720000000,2,1
5,830000000,2,1
5,780000000,2,1
5,245000000,1,3
5,1209630000,3,4
5,895000000,2,1
5,250000000,1,3
5,785000000,2,1
5,290000000,1,3
5,850000000,2,1
5,770000000,2,4
5,950000000,2,1
5,910000000,2,1
5,1098000000,2,1
5,145000000,1,3
5,1150000000,2,1
5,525000000,2,1
5,817000000,2,4
5,110000000,1,2
5,285000000,1,3
5,200000000,1,1
5,754000000,2,1
5,690000000,2,1
5,285000000,1,3
5,940000000,2,1
5,1196870000,2,4
5,173000000,1,3
5,200000000,1,3
5,1160000000,2,1
5,179500000,1,2
5,1160000000,2,1
5,450000000,1,3
5,230000000,1,3
5,520000000,2,3
5,303000000,1,3
5,235000000,1,3
5,800000000,2,1
5,280000000,1,3
5,190000000,1,3
5,963000000,2,1
5,365000000,1,3
5,1020000000,2,1
5,320000000,1,1
5,167000000,1,1
5,642500000,2,1
5,550000000,2,4
5,750000000,2,1
5,740000000,2,1
5,145000000,1,3
5,350000000,1,3
5,1275000000,3,4
5,910000000,2,1
5,855000000,2,1
5,900000000,2,1
5,691000000,2,1
5,1010000000,2,1
5,360000000,1,3
5,1400000000,3,4
5,715000000,2,1
5,218000000,1,3
5,140000000,1,3
5,400000000,1,3
5,825000000,2,1
5,790000000,2,1
5,925000000,2,1
5,1030000000,2,4
5,635000000,2,1
5,430000000,1,3
5,1150000000,2,1
5,310000000,1,3
5,794000000,2,1
5,843000000,2,1
5,285000000,1,3
5,330000000,1,3
5,227000000,1,3
5,300000000,1,3
5,273000000,1,3
5,650000000,2,1
5,382000000,1,3
5,300000000,1,3
5,825000000,2,1
5,620000000,2,1
5,239000000,1,3
5,1190000000,2,4
5,1170000000,2,1
5,120000000,1,1
5,650000000,2,1
5,927000000,2,1
5,690000000,2,1
5,163000000,1,2
5,108000000,1,3
5,745000000,2,1
5,163000000,1,2
5,162000000,1,2
5,193000000,1,1
5,163000000,1,2
5,286000000,1,3
5,163000000,1,2
5,162000000,1,2
5,162000000,1,2
5,1082080000,2,4
5,162000000,1,2
5,410000000,1,2
5,410000000,1,2
5,157000000,1,2
5,828000000,2,1
5,570000000,2,1
5,1301280000,3,4
5,770000000,2,1
5,157000000,1,2
5,765000000,2,1
5,157000000,1,2
5,157000000,1,2
5,157000000,1,2
5,157000000,1,2
5,180000000,1,3
5,560000000,2,1
5,120000000,1,2
5,670000000,2,1
5,320000000,1,3
5,157000000,1,2
5,206500000,1,3
5,655000000,2,1
5,157000000,1,2
5,545000000,2,3
5,770000000,2,1
5,223000000,1,3
5,1350000000,3,1
5,400000000,1,3
5,970000000,2,1
5,143000000,1,3
5,535000000,2,1
5,320000000,1,3
5,666000000,2,1
5,125000000,1,1
5,765000000,2,1
5,500000000,1,1
5,230000000,1,3
5,1150000000,2,1
5,669000000,2,1
5,725000000,2,1
5,1904370000,3,4
5,1199500000,2,1
5,228000000,1,3
5,240000000,1,3
5,285100000,1,3
5,930000000,2,1
5,124000000,1,2
5,252000000,1,3
5,1345610000,3,4
5,1904370000,3,4
5,1345610000,3,4
5,1168000000,2,1
5,191000000,1,3
5,117500000,1,3
5,240000000,1,3
5,207000000,1,3
5,77500000,1,3
5,300000000,1,3
5,117500000,1,3
5,85000000,1,3
5,116500000,1,3
5,655000000,2,1
5,800000000,2,1
5,390000000,1,3
5,180000000,1,2
5,863000000,2,1
5,1050000000,2,1
5,905000000,2,1
5,840000000,2,1
5,730000000,2,1
5,916000000,2,1
5,180000000,1,1
5,760000000,2,1
5,145000000,1,3
5,355000000,1,3
5,827000000,2,1
5,1410200000,3,4
5,250000000,1,3
5,800000000,2,1
5,1203270000,3,4
5,190000000,1,3
5,125000000,1,2
5,665000000,2,1
5,635000000,2,1
5,360000000,1,3
5,780000000,2,1
5,690000000,2,1
5,190000000,1,3
5,217000000,1,3
5,990000000,2,1
5,179000000,1,3
5,520000000,2,3
5,550000000,2,1
5,540000000,2,1
5,365000000,1,3
5,312000000,1,3
5,963000000,2,1
5,178000000,1,2
5,180000000,1,3
5,670000000,2,1
5,300000000,1,3
5,700000000,2,4
5,1205000000,3,1
5,330000000,1,3
5,80000000,1,2
5,235000000,1,3
5,755000000,2,1
5,710000000,2,1
5,370000000,1,3
5,280000000,1,3
5,255000000,1,3
5,180000000,1,3
5,185000000,1,3
5,260000000,1,3
5,238000000,1,4
5,195000000,1,3
5,945000000,2,1
5,930000000,2,1
5,285000000,1,1
5,179000000,1,3
5,170000000,1,3
5,430000000,1,1
5,369000000,1,3
5,182000000,1,3
5,369000000,1,3
5,369000000,1,3
5,126000000,1,1
5,200000000,1,2
5,575000000,2,1
5,200000000,1,3
5,765000000,2,1
5,630000000,2,1
5,1020000000,2,1
5,1160000000,2,1
5,510000000,2,3
5,950000000,2,1
5,420000000,1,4
5,147000000,1,3
5,650000000,2,1
5,290000000,1,3
5,600000000,2,1
5,210000000,1,3
5,655000000,2,1
5,167000000,1,1
5,258000000,1,3
5,175000000,1,3
5,122000000,1,2
5,997000000,2,1
5,136000000,1,2
5,645000000,2,1
5,900000000,2,1
5,360000000,1,3
5,1123000000,2,1
5,310000000,1,3
5,290000000,1,3
5,253000000,1,3
5,850000000,2,1
5,2052330000,4,4
5,169000000,1,2
5,790000000,2,1
5,250000000,1,3
5,190000000,1,3
5,1154870000,2,4
5,340000000,1,3
5,320000000,1,3
5,150000000,1,3
5,950000000,2,1
5,600000000,2,3
5,388000000,1,3
5,180000000,1,3
5,170000000,1,3
5,750000000,2,1
5,185000000,1,3
5,1140000000,2,1
5,150000000,1,3
5,945000000,2,1
5,160000000,1,3
5,190000000,1,3
5,170000000,1,3
5,210000000,1,3
5,180000000,1,3
5,600000000,2,1
5,740000000,2,1
5,750000000,2,1
5,665000000,2,1
5,650000000,2,1
5,241000000,1,3
5,115000000,1,3
5,339000000,1,3
5,215000000,1,3
5,550000000,2,1
5,170000000,1,3
5,230000000,1,3
5,495000000,1,3
5,826070000,2,1
5,497000000,1,1
5,500000000,1,1
5,495000000,1,3
5,330000000,1,3
5,580000000,2,1
5,565000000,2,1
5,250000000,1,3
5,365000000,1,3
5,198000000,1,2
5,220000000,1,3
5,220000000,1,3
5,845000000,2,1
5,280000000,1,3
5,1403040000,3,4
5,615000000,2,1
5,685000000,2,1
5,240000000,1,3
5,125000000,1,3
5,765000000,2,1
5,448000000,1,1
5,770000000,2,1
5,225000000,1,3
5,950000000,2,1
5,130000000,1,2
5,590000000,2,1
5,680000000,2,1
5,620000000,2,4
5,325000000,1,3
5,85000000,1,1
5,340000000,1,3
5,990000000,2,1
5,175000000,1,3
5,350000000,1,1
5,138000000,1,3
5,250000000,1,3
5,700000000,2,1
5,565000000,2,1
5,500000000,1,4
5,809670000,2,4
5,1036630000,2,4
5,925000000,2,1
5,360000000,1,3
5,250000000,1,2
5,224000000,1,3
5,570000000,2,1
5,995160000,2,4
5,620000000,2,1
5,845000000,2,1
5,68500000,1,2
5,185000000,1,3
5,200000000,1,3
5,1145000000,2,1
5,640000000,2,1
5,550000000,2,1
5,402000000,1,3
5,205000000,1,3
5,695000000,2,1
5,634000000,2,1
5,342000000,1,3
5,280000000,1,3
5,245000000,1,3
5,380000000,1,3
5,164000000,1,2
5,176000000,1,1
5,445000000,1,1
5,400000000,1,3
5,265000000,1,3
5,50000000,1,3
5,300000000,1,3
5,680000000,2,3
5,1401150000,3,4
5,990000000,2,1
5,800000000,2,4
5,160000000,1,2
5,1125000000,2,1
5,650000000,2,3
5,310000000,1,3
5,490000000,1,1
5,120000000,1,3
5,405000000,1,1
5,750000000,2,1
5,922000000,2,1
5,220000000,1,3
5,330000000,1,3
5,116000000,1,2
5,368000000,1,3
5,1145000000,2,1
5,128000000,1,3
5,1040000000,2,1
5,820000000,2,1
5,810000000,2,1
5,689000000,2,1
5,200000000,1,3
5,120000000,1,2
5,140000000,1,3
5,325000000,1,3
5,495000000,1,1
5,275000000,1,3
5,1140000000,2,1
5,600000000,2,1
5,160000000,1,2
5,330000000,1,3
5,628000000,2,1
5,660000000,2,1
5,282000000,1,3
5,345000000,1,3
5,570000000,2,3
5,311000000,1,2
5,570000000,2,3
5,425000000,1,3
5,900000000,2,1
5,1020000000,2,1
5,210000000,1,3
5,390000000,1,3
5,785000000,2,1
5,195000000,1,1
5,282000000,1,3
5,200000000,1,3
5,570000000,2,1
5,280000000,1,3
5,210000000,1,2
5,220000000,1,3
5,275000000,1,3
5,135000000,1,2
5,151000000,1,3
5,135000000,1,2
5,805000000,2,1
5,200000000,1,2
5,280000000,1,3
5,650000000,2,1
5,219000000,1,3
5,135000000,1,2
5,260000000,1,3
5,370000000,1,3
5,430000000,1,3
5,769000000,2,1
5,1050000000,2,1
5,630000000,2,1
5,1050000000,2,1
5,747500000,2,1
5,907000000,2,1
5,929000000,2,1
5,830000000,2,1
5,715000000,2,1
5,315000000,1,3
5,735000000,2,1
5,900000000,2,1
5,265000000,1,3
5,295000000,1,3
5,527000000,2,1
5,458000000,1,1
5,180000000,1,3
5,1115840000,2,4
5,204000000,1,2
5,165000000,1,3
5,285000000,1,3
5,430000000,1,3
5,133000000,1,3
5,280000000,1,3
5,138000000,1,2
5,475000000,1,1
5,139000000,1,2
5,1400000000,3,4
5,175000000,1,3
5,275000000,1,3
5,690000000,2,1
5,974370000,2,4
5,790000000,2,2
5,670000000,2,4
5,750000000,2,1
5,139000000,1,3
5,310000000,1,3
5,1050000000,2,1
5,235000000,1,3
5,650000000,2,1
5,1140000000,2,1
5,219000000,1,3
5,510000000,2,1
5,196000000,1,3
5,790000000,2,2
5,570000000,2,4
5,345000000,1,3
5,620000000,2,1
5,998650000,2,4
5,900000000,2,1
5,270000000,1,3
5,1070000000,2,1
5,140000000,1,3
5,180000000,1,3
5,849280000,2,4
5,940000000,2,1
5,570000000,2,1
5,196000000,1,3
5,140000000,1,3
5,1296810000,3,4
5,805000000,2,1
5,685000000,2,1
5,642000000,2,1
5,650000000,2,1
5,170000000,1,3
5,181000000,1,1
5,490000000,1,1
5,124000000,1,2
5,900000000,2,1
5,520000000,2,3
5,270000000,1,3
5,160000000,1,2
5,430000000,1,3
5,282000000,1,3
5,249000000,1,3
5,675000000,2,1
5,855000000,2,1
5,300000000,1,3
5,1120000000,2,1
5,1650000000,3,4
5,302000000,1,1
5,144000000,1,3
5,962000000,2,1
5,300000000,1,3
5,620000000,2,1
5,837000000,2,1
5,535000000,2,1
5,645000000,2,1
5,275000000,1,3
5,1020000000,2,1
5,1400000000,3,4
5,300000000,1,3
5,430000000,1,3
5,402000000,1,1
5,610000000,2,1
5,300000000,1,3
5,150000000,1,3
5,260000000,1,3
5,231000000,1,3
5,1090000000,2,1
5,330000000,1,3
5,231000000,1,3
5,535000000,2,3
5,833000000,2,1
5,610000000,2,1
5,380000000,1,1
5,244500000,1,3
5,210000000,1,3
5,1150000000,2,1
5,165000000,1,3
5,657000000,2,1
5,290000000,1,3
5,365000000,1,3
5,927000000,2,1
5,500000000,1,1
5,710000000,2,1
5,475000000,1,1
5,697000000,2,1
5,310000000,1,3
5,280000000,1,3
5,279500000,1,3
5,107000000,1,2
5,295000000,1,3
5,95000000,1,3
5,130000000,1,2
5,1080000000,2,1
5,130000000,1,2
5,822500000,2,1
5,360000000,1,3
5,525000000,2,1
5,350000000,1,3
5,870000000,2,1
5,200000000,1,3
5,290000000,1,3
5,199000000,1,3
5,348000000,1,1
5,465000000,1,3
5,389000000,1,1
5,142000000,1,3
5,1070000000,2,1
5,340000000,1,3
5,150000000,1,2
5,760000000,2,1
5,90000000,1,2
5,625000000,2,1
5,645000000,2,1
5,280000000,1,3
5,1030000000,2,1
5,515000000,2,1
5,640000000,2,1
5,825000000,2,1
5,155000000,1,2
5,878000000,2,1
5,790000000,2,1
5,410000000,1,1
5,90000000,1,2
5,670000000,2,1
5,770000000,2,1
5,360000000,1,3
5,181000000,1,3
5,790000000,2,1
5,920000000,2,1
5,738000000,2,1
5,690000000,2,1
5,230000000,1,3
5,170000000,1,2
5,327500000,1,1
5,170000000,1,2
5,795000000,2,1
5,700000000,2,1
5,190000000,1,3
5,330000000,1,3
5,899000000,2,1
5,800000000,2,1
5,990000000,2,1
5,230000000,1,3
5,1090000000,2,1
5,700000000,2,1
5,690000000,2,1
5,420000000,1,3
5,290000000,1,3
5,345000000,1,3
5,899330000,2,4
5,460000000,1,3
5,580000000,2,4
5,277000000,1,3
5,320000000,1,3
5,350000000,1,3
5,118000000,1,2
5,262000000,1,2
5,340000000,1,3
5,991000000,2,1
5,450000000,1,1
5,760000000,2,1
5,430000000,1,3
5,965000000,2,4
5,480000000,1,4
5,575000000,2,1
5,727000000,2,1
5,1300000000,3,4
5,360000000,1,3
5,727000000,2,1
5,970000000,2,1
5,220000000,1,3
5,360000000,1,3
5,698500000,2,1
5,105000000,1,1
5,250000000,1,2
5,595000000,2,1
5,180000000,1,3
5,240000000,1,3
5,245000000,1,3
5,137000000,1,1
5,702000000,2,1
5,680000000,2,1
5,450000000,1,1
5,420000000,1,3
5,165000000,1,3
5,350000000,1,1
5,293000000,1,3
5,295000000,1,3
5,220000000,1,3
5,325000000,1,3
5,800000000,2,1
5,100000000,1,3
5,1097130000,2,4
5,280000000,1,3
5,315000000,1,3
5,187500000,1,1
5,258000000,1,3
5,760000000,2,1
5,545000000,2,1
5,239000000,1,2
5,230000000,1,3
5,370000000,1,3
5,360000000,1,3
5,760000000,2,1
5,800000000,2,4
5,670000000,2,1
5,600000000,2,1
5,490000000,1,1
5,760000000,2,1
5,120000000,1,3
5,986360000,2,4
5,530000000,2,1
5,580000000,2,1
5,257000000,1,3
5,1500000000,3,4
5,915000000,2,1
5,305000000,1,3
5,320000000,1,3
5,305000000,1,1
5,490000000,1,4
5,370000000,1,2
5,610000000,2,1
5,480000000,1,1
5,280000000,1,3
5,255000000,1,2
5,347000000,1,3
5,790000000,2,1
5,240000000,1,3
5,345000000,1,3
5,640000000,2,1
5,400000000,1,3
5,1060000000,2,1
5,835000000,2,1
5,475000000,1,3
5,590000000,2,4
5,170000000,1,2
5,377500000,1,1
5,728000000,2,1
5,728000000,2,1
5,899000000,2,1
5,480000000,1,4
5,730000000,2,1
5,300000000,1,3
5,430000000,1,3
5,205000000,1,3
5,847000000,2,1
5,427500000,1,1
5,155000000,1,2
5,270000000,1,3
5,183000000,1,3
5,935000000,2,1
5,875000000,2,1
5,995000000,2,1
5,925000000,2,1
5,757000000,2,1
5,505000000,2,1
5,750000000,2,1
5,231000000,1,2
5,720000000,2,1
5,184000000,1,2
5,880000000,2,1
5,600000000,2,1
5,885000000,2,1
5,560000000,2,3
5,155000000,1,3
5,180000000,1,3
5,117000000,1,2
5,439000000,1,2
5,198000000,1,2
5,320000000,1,3
5,1395460000,3,4
5,580000000,2,1
5,335000000,1,3
5,1025000000,2,1
5,550000000,2,1
5,750000000,2,1
5,300000000,1,3
5,425000000,1,3
5,425000000,1,3
5,400000000,1,3
5,200000000,1,3
5,925000000,2,1
5,757000000,2,1
5,275000000,1,3
5,258000000,1,3
5,2384470000,4,4
5,190000000,1,3
5,910000000,2,1
5,200000000,1,3
5,217000000,1,3
5,785000000,2,1
5,190000000,1,3
5,400000000,1,3
5,125000000,1,1
5,143000000,1,2
5,946810000,2,4
5,427000000,1,3
5,650000000,2,1
5,655000000,2,1
5,520000000,2,1
5,900000000,2,4
5,570000000,2,1
5,210000000,1,3
5,945000000,2,1
5,260000000,1,3
5,950000000,2,1
5,600000000,2,1
5,270000000,1,3
5,168000000,1,2
5,713000000,2,1
5,713000000,2,1
5,923000000,2,1
5,560000000,2,4
5,717500000,2,1
5,156000000,1,3
5,210000000,1,2
5,730000000,2,1
5,230000000,1,3
5,610000000,2,1
5,790000000,2,1
5,108000000,1,2
5,515000000,2,1
5,679000000,2,1
5,300000000,1,3
5,242000000,1,2
5,165000000,1,2
5,600000000,2,1
5,165000000,1,2
5,1300000000,3,4
5,1663380000,3,4
5,330000000,1,3
5,700000000,2,4
5,178000000,1,2
5,275000000,1,2
5,1078000000,2,1
5,300000000,1,1
5,900000000,2,1
5,500000000,1,1
5,636000000,2,1
5,566000000,2,1
5,285000000,1,3
5,590000000,2,1
5,265000000,1,3
5,200000000,1,3
5,770000000,2,1
5,470000000,1,3
5,167000000,1,3
5,447000000,1,3
5,177000000,1,1
5,730000000,2,1
5,177000000,1,1
5,237000000,1,3
5,270000000,1,3
5,318000000,1,3
5,699000000,2,1
5,215000000,1,3
5,1165000000,2,4
5,248000000,1,3
5,240000000,1,3
5,740000000,2,1
5,818000000,2,1
5,790000000,2,1
5,720000000,2,1
5,250000000,1,2
5,465000000,1,3
5,560000000,2,1
5,220000000,1,3
5,300000000,1,3
5,930000000,2,4
5,557000000,2,3
5,280000000,1,3
5,345000000,1,3
5,898000000,2,1
5,1132000000,2,1
5,180000000,1,2
5,440000000,1,1
5,640000000,2,1
5,535000000,2,1
5,262000000,1,3
5,785000000,2,1
5,224000000,1,3
5,249000000,1,3
5,599000000,2,1
5,305000000,1,3
5,150000000,1,3
5,327000000,1,3
5,130000000,1,2
5,104000000,1,2
5,410000000,1,3
5,150500000,1,3
5,315000000,1,1
5,250000000,1,3
5,240000000,1,3
5,2500000000,4,4
5,160000000,1,3
5,800000000,2,1
5,170000000,1,3
5,185000000,1,2
5,359000000,1,3
5,340000000,1,2
5,340000000,1,2
5,930000000,2,1
5,687000000,2,1
5,640000000,2,1
5,760000000,2,1
5,1135000000,2,1
5,246000000,1,2
5,740000000,2,1
5,185000000,1,3
5,670000000,2,1
5,165000000,1,2
5,260000000,1,3
5,888500000,2,1
5,530000000,2,1
5,285000000,1,3
5,733000000,2,1
5,700000000,2,1
5,729000000,2,1
5,345000000,1,3
5,758000000,2,1
5,370000000,1,3
5,670000000,2,1
5,204000000,1,3
5,750000000,2,1
5,680000000,2,1
5,170000000,1,3
5,460000000,1,1
5,1033000000,2,1
5,750000000,2,1
5,242000000,1,3
5,170000000,1,3
5,775000000,2,1
5,1030000000,2,1
5,305000000,1,3
5,560000000,2,1
5,275000000,1,3
5,165000000,1,2
5,325000000,1,3
5,370000000,1,3
5,205000000,1,3
5,717500000,2,1
5,500000000,1,3
5,165000000,1,2
5,210000000,1,3
5,870000000,2,1
5,170000000,1,2
5,628500000,2,1
5,70000000,1,2
5,717500000,2,1
5,173000000,1,3
5,220000000,1,3
5,320000000,1,3
5,320000000,1,3
5,485000000,1,1
5,150000000,1,2
5,590000000,2,1
5,650000000,2,1
5,1048740000,2,4
5,1160000000,2,1
5,770000000,2,1
5,172000000,1,2
5,183000000,1,2
5,740000000,2,1
6,878000000,2,1
6,170000000,1,1
6,1583700000,3,1
6,1821980000,3,1
6,875000000,2,3
6,310000000,1,3
6,1240000000,3,1
6,960000000,2,1
6,315000000,1,2
6,161000000,1,2
6,445000000,1,3
6,450000000,1,3
6,1420000000,3,1
6,320000000,1,3
6,440000000,1,3
6,1680000000,3,1
6,300000000,1,3
6,1368800000,3,1
6,1645000000,3,1
6,220000000,1,3
6,960000000,2,1
6,1378800000,3,1
6,440000000,1,3
6,1700000000,3,1
6,530000000,2,3
6,173000000,1,3
6,1867530000,3,1
6,1857730000,3,1
6,1372000000,3,1
6,628000000,2,3
6,190000000,1,2
6,450000000,1,3
6,2300000000,4,1
6,1611700000,3,1
6,1400000000,3,1
6,1851300000,3,1
6,207500000,1,3
6,870660000,2,3
6,480000000,1,3
6,1550300000,3,1
6,1679800000,3,1
6,237890000,1,3
6,850000000,2,1
6,480000000,1,3
6,275000000,1,3
6,137000000,1,2
6,1680000000,3,1
6,345000000,1,3
6,1700300000,3,1
6,1800000000,3,1
6,2320000000,4,1
6,157000000,1,3
6,1650000000,3,4
6,2100000000,4,1
6,1650000000,3,4
6,395000000,1,3
6,310000000,1,2
6,1230000000,3,1
6,1378800000,3,1
6,1250000000,3,1
6,1418800000,3,1
6,519630000,2,3
6,1503300000,3,1
6,1368800000,3,1
6,368000000,1,3
6,760000000,2,3
6,292500000,1,3
6,1510000000,3,1
6,2340000000,4,1
6,1564000000,3,1
6,1640000000,3,1
6,1180000000,2,1
6,1010000000,2,1
6,500000000,1,3
6,3425400000,4,4
6,1365000000,3,1
6,1263000000,3,1
6,1025000000,2,1
6,3336040000,4,4
6,300000000,1,3
6,1350300000,3,1
6,285000000,1,3
6,320000000,1,3
6,1500000000,3,1
6,210000000,1,3
6,1809800000,3,1
6,1760000000,3,1
6,1658980000,3,1
6,1679800000,3,1
6,1170000000,2,1
6,1850000000,3,1
6,1671300000,3,1
6,900000000,2,1
6,1528800000,3,1
